0.0		3212.295914
17.51542		3297.080806
35.03084		3381.753558
52.54626		3466.570801
70.06168		3551.015242
87.5771		3637.722713
105.09252000000001		3724.366041
122.60794000000001		3810.865987
140.12336000000002		3897.219749
157.63878000000003		3981.962343
175.15420000000003		4053.313230
192.66962000000004		4124.333430
210.18504000000004		4197.361423
227.70046000000005		4270.938420
245.21588000000006		4344.373097
262.73130000000003		4417.635199
280.24672000000004		4490.909065
297.76214000000004		4560.205399
315.27756000000005		4615.514317
332.79298000000006		4670.642181
350.30840000000006		4724.385469
367.82382000000007		4777.642470
385.3392400000001		4826.275006
402.8546600000001		4866.016550
420.3700800000001		4885.851272
437.8855000000001		4880.942149
455.4009200000001		4860.028515
472.9163400000001		4829.036431
490.4317600000001		4809.227840
507.9471800000001		4785.995659
525.4626000000001		4744.566704
542.97802		4717.666886
560.49344		4674.458324
578.0088599999999		4646.379129
595.5242799999999		4603.893649
613.0396999999998		4571.236770
630.5551199999998		4531.377892
648.0705399999997		4492.204268
665.5859599999997		4452.913398
683.1013799999996		4412.900509
700.6167999999996		4372.303689
718.1322199999995		4330.913801
735.6476399999995		4293.535448
753.1630599999994		4251.946514
770.6784799999994		4208.679803
788.1938999999993		4170.413155
805.7093199999993		4125.501691
823.2247399999992		4079.347247
840.7401599999992		4033.389801
858.2555799999991		3987.677764
875.770999999999		3941.427980
893.286419999999		3894.682893
910.801839999999		3847.454301
928.3172599999989		3799.730511
945.8326799999988		3752.937623
963.3480999999988		3703.204436
980.8635199999987		3650.183039
998.3789399999987		3598.340328
1015.8943599999986		3545.585019
1033.4097799999986		3492.566770
1050.9251999999985		3439.275500
1068.4406199999985		3385.177571
1085.9560399999984		3328.823652
1103.4714599999984		3252.445718
1120.9868799999983		3190.285111
1138.5022999999983		3130.169386
1156.0177199999982		3069.804614
1173.5331399999982		3009.180699
1191.0485599999981		2944.591995
1208.563979999998		2857.032722
1226.079399999998		2786.506236
1243.594819999998		2717.553861
1261.110239999998		2648.421452
1278.6256599999979		2554.809621
1296.1410799999978		2485.045097
1313.6564999999978		2415.067275
1331.1719199999977		2344.866839
1348.6873399999977		2247.994305
1366.2027599999976		2175.272733
1383.7181799999976		2101.590046
1401.2335999999975		2027.688843
1418.7490199999975		1953.558926
1436.2644399999974		1850.930633
1453.7798599999974		1776.015774
1471.2952799999973		1700.823567
1488.8106999999973		1625.339403
1506.3261199999972		1518.874430
1523.8415399999972		1442.395779
1541.3569599999971		1365.556656
1558.872379999997		1288.335041
1576.387799999997		1210.363775
1593.903219999997		1130.433816
1611.418639999997		1049.476531
1628.9340599999969		922.628543
1646.4494799999968		838.217526
1663.9648999999968		752.899766
1681.4803199999967		666.579810
1698.9957399999967		579.138495
1716.5111599999966		490.423352
1734.0265799999966		396.068832
1751.5419999999965		299.541305
