0.00E+00	0.041682051
7.05E-05	0.041682051
1.13E-04	0.041682051
1.52E-04	0.041682051
1.87E-04	0.041682051
2.18E-04	0.041682051
2.47E-04	0.041682051
2.75E-04	0.041682051
3.04E-04	0.041682051
3.35E-04	0.041682051
3.68E-04	0.041682051
4.02E-04	0.041682051
4.36E-04	0.041682051
4.69E-04	0.041682051
4.99E-04	0.041682051
5.25E-04	0.041682051
5.48E-04	0.041682051
5.66E-04	0.041682051
5.79E-04	0.041682051
5.85E-04	0.041682051
5.82E-04	0.041682051
5.70E-04	0.041682051
5.46E-04	0.041682051
5.09E-04	0.041682051
4.61E-04	0.041682051
4.05E-04	0.041682051
3.43E-04	0.041682051
2.79E-04	0.041682051
2.18E-04	0.041682051
1.64E-04	0.041682051
1.20E-04	0.041682051
8.72E-05	0.041682051
6.78E-05	0.041682051
6.30E-05	0.041682051
7.40E-05	0.041682051
1.02E-04	0.041682051
1.46E-04	0.041682051
2.07E-04	0.041682051
2.83E-04	0.041682051
3.72E-04	0.041682051
4.69E-04	0.041682051
5.71E-04	0.041682051
6.75E-04	0.041682051
7.78E-04	0.041682051
8.76E-04	0.041682051
9.70E-04	0.041682051
1.06E-03	0.041682051
1.13E-03	0.041682051
1.20E-03	0.041682051
1.25E-03	0.041682051
1.27E-03	0.041682051
1.28E-03	0.041682051
1.25E-03	0.041682051
1.21E-03	0.041682051
1.14E-03	0.041682051
1.07E-03	0.041682051
9.94E-04	0.041682051
9.26E-04	0.041682051
8.69E-04	0.041682051
8.22E-04	0.041682051
7.82E-04	0.041682051
7.44E-04	0.041682051
7.02E-04	0.041682051
6.54E-04	0.041682051
6.00E-04	0.041682051
5.44E-04	0.041682051
4.94E-04	0.041682051
4.57E-04	0.041682051
4.39E-04	0.041682051
4.40E-04	0.041682051
4.58E-04	0.041682051
4.87E-04	0.041682051
5.19E-04	0.041682051
5.47E-04	0.041682051
5.68E-04	0.041682051
5.84E-04	0.041682051
5.97E-04	0.041682051
6.13E-04	0.041682051
6.37E-04	0.041682051
6.67E-04	0.041682051
7.02E-04	0.041682051
7.35E-04	0.041682051
7.60E-04	0.041682051
7.70E-04	0.041682051
7.64E-04	0.041682051
7.47E-04	0.041682051
7.26E-04	0.041682051
7.08E-04	0.041682051
7.02E-04	0.041682051
7.09E-04	0.041682051
7.25E-04	0.041682051
7.42E-04	0.041682051
7.47E-04	0.041682051
7.29E-04	0.041682051
6.83E-04	0.041682051
6.08E-04	0.041682051
5.12E-04	0.041682051
4.08E-04	0.041682051
3.09E-04	0.041682051
2.26E-04	0.041682051
1.65E-04	0.041682051
1.25E-04	0.041682051
1.02E-04	0.041682051
8.56E-05	0.041682051
6.93E-05	0.041682051
